,gene_id,gene_name,gene_type,gene_chrom,gene_start,gene_end,n_cells,percent_cells,robust,highly_variable_features,ribosomal,mitochondrial,protein_coding,mitocarta_genes,robust_protein_coding,mean,bins,std
LAIR1,ENSG00000167613,LAIR1,protein_coding,19,54351384.0,54370558.0,274884.0,3.088938977037588,True,True,False,False,True,False,True,0.02132531017694093,"(0.0671, 0.0773]",0.13078383249836734
CA3,ENSG00000164879,CA3,protein_coding,8,85373436.0,85449040.0,1323786.0,14.875708199301089,True,True,False,False,True,False,True,0.15441352814898882,"(0.324, 0.368]",0.40580805810381104
GRIK2,ENSG00000164418,GRIK2,protein_coding,6,100962701.0,102081622.0,6171970.0,69.35594177219002,True,True,False,False,True,False,True,1.606071658721206,"(2.18, 7.959]",1.504059666597862
ANKRD55,ENSG00000164512,ANKRD55,protein_coding,5,56099680.0,56233330.0,1274651.0,14.323566144337024,True,True,False,False,True,False,True,0.11182923570905993,"(0.324, 0.368]",0.33674078619799597
IFIT3,ENSG00000119917,IFIT3,protein_coding,10,89327307.0,89377473.0,2561426.0,28.783372652455146,True,True,False,False,True,False,True,0.23966634839244502,"(0.72, 0.825]",0.42308634424136715
EMCN,ENSG00000164035,EMCN,protein_coding,4,100395341.0,100880126.0,373164.0,4.1933354594201715,True,True,False,False,True,False,True,0.03885797951980046,"(0.0894, 0.104]",0.20386422401642085
GLUL,ENSG00000135821,GLUL,protein_coding,1,182378098.0,182392206.0,4396168.0,49.40081883560112,True,True,False,False,True,False,True,0.548186149724462,"(1.352, 1.683]",0.7152284475741391
SHISA9,ENSG00000237515,SHISA9,protein_coding,16,12901598.0,13240416.0,4071831.0,45.7561643595478,True,True,False,False,True,False,True,0.9123297589142354,"(1.352, 1.683]",1.1758111497783859
UNC13C,ENSG00000137766,UNC13C,protein_coding,15,53978201.0,54628707.0,2834421.0,31.851084472846207,True,True,False,False,True,False,True,0.548433321879682,"(0.96, 1.125]",0.9244146526124981
IGFBP4,ENSG00000141753,IGFBP4,protein_coding,17,40443450.0,40457725.0,351021.0,3.944509133520726,True,False,False,False,True,False,True,0.03236688451175025,"(0.0671, 0.0773]",0.16194094167094716
COTL1,ENSG00000103187,COTL1,protein_coding,16,84565596.0,84618078.0,1284886.0,14.438579351471596,True,True,False,False,True,False,True,0.10573263136354517,"(0.324, 0.368]",0.2918005082530747
IL1R1,ENSG00000115594,IL1R1,protein_coding,2,102064544.0,102179874.0,333221.0,3.744486164591035,True,True,False,False,True,False,True,0.031581372205197925,"(0.0894, 0.104]",0.18568956493452024
CD40,ENSG00000101017,CD40,protein_coding,20,46118278.0,46129863.0,179621.0,2.0184452641640425,True,True,False,False,True,False,True,0.013666276527694062,"(0.0422, 0.0495]",0.10070940408716712
ELOVL1,ENSG00000066322,ELOVL1,protein_coding,1,43363398.0,43368074.0,1180767.0,13.268568592932805,True,True,False,False,True,False,True,0.09160506671887705,"(0.324, 0.368]",0.25440620486024473
TRADD,ENSG00000102871,TRADD,protein_coding,16,67154185.0,67159909.0,399940.0,4.4942239434685645,True,True,False,False,True,False,True,0.029758165436262165,"(0.104, 0.121]",0.1446884728690155
OTOGL,ENSG00000165899,OTOGL,protein_coding,12,80099537.0,80380880.0,1552744.0,17.448565442009183,True,True,False,False,True,False,True,0.19963069797308972,"(0.425, 0.484]",0.5350267417282575
FRAS1,ENSG00000138759,FRAS1,protein_coding,4,78057323.0,78544269.0,2701974.0,30.362745025327627,True,True,False,False,True,False,True,0.49782048470902934,"(0.825, 0.96]",0.8953689222717549
ATOX1,ENSG00000177556,ATOX1,protein_coding,5,151742316.0,151772532.0,1446209.0,16.251405498474096,True,True,False,False,True,False,True,0.11597723869721728,"(0.368, 0.425]",0.2857205027131843
BEST1,ENSG00000167995,BEST1,protein_coding,11,61950063.0,61965515.0,1336691.0,15.020724851775114,True,True,False,False,True,False,True,0.10235904694787584,"(0.368, 0.425]",0.27693296263363165
ROM1,ENSG00000149489,ROM1,protein_coding,11,62611722.0,62615116.0,229377.0,2.577565648549755,True,True,False,False,True,False,True,0.017360019758463848,"(0.0577, 0.0671]",0.1118541912795202
MYBL1,ENSG00000185697,MYBL1,protein_coding,8,66562175.0,66614247.0,650721.0,7.312311593533549,True,True,False,False,True,False,True,0.053355300020756155,"(0.161, 0.185]",0.20582790747244348
GRB10,ENSG00000106070,GRB10,protein_coding,7,50590063.0,50793462.0,4495735.0,50.519677652872055,True,False,False,False,True,False,True,0.612542523811315,"(1.352, 1.683]",0.6997985054397591
CD226,ENSG00000150637,CD226,protein_coding,18,69831158.0,69961803.0,1303435.0,14.647019017239957,True,True,False,False,True,False,True,0.11887794503421563,"(0.324, 0.368]",0.3150673102920662
KIF26B,ENSG00000162849,KIF26B,protein_coding,1,245154985.0,245709432.0,3332681.0,37.45015438851518,True,True,False,False,True,False,True,0.46747462021577746,"(0.96, 1.125]",0.7452979392493115
ENO4,ENSG00000188316,ENO4,protein_coding,10,116849499.0,116911788.0,4336595.0,48.73138241267705,True,True,False,False,True,False,True,0.5431335866436441,"(1.352, 1.683]",0.6921667477633533
EEF1B2,ENSG00000114942,EEF1B2,protein_coding,2,206159585.0,206162928.0,988988.0,11.113500898642519,True,True,False,False,True,False,True,0.07350264533934295,"(0.214, 0.246]",0.23265923217137607
GPNMB,ENSG00000136235,GPNMB,protein_coding,7,23235967.0,23275108.0,472079.0,5.30486759266064,True,True,False,False,True,False,True,0.04128423251874472,"(0.14, 0.161]",0.21668445056097896
CCDC50,ENSG00000152492,CCDC50,protein_coding,3,191329085.0,191398659.0,3300570.0,37.08931520001511,True,True,False,False,True,False,True,0.35570250901941763,"(0.96, 1.125]",0.5418180256273933
CARD8,ENSG00000105483,CARD8,protein_coding,19,48180770.0,48255946.0,1523477.0,17.11968497955608,True,True,False,False,True,False,True,0.12614296866520994,"(0.425, 0.484]",0.3042742561472871
ZBBX,ENSG00000169064,ZBBX,protein_coding,3,167239843.0,167407874.0,1695262.0,19.050075188409277,True,True,False,False,True,False,True,0.24846038932521164,"(0.425, 0.484]",0.579024919064748
DOK1,ENSG00000115325,DOK1,protein_coding,2,74549026.0,74557551.0,199644.0,2.2434486297190532,True,True,False,False,True,False,True,0.013511628793825071,"(0.0495, 0.0577]",0.09860151209782941
EYA4,ENSG00000112319,EYA4,protein_coding,6,133240514.0,133532128.0,1248908.0,14.034285734833821,True,True,False,False,True,False,True,0.15057666664396094,"(0.368, 0.425]",0.4599443777855674
FKBP5,ENSG00000096060,FKBP5,protein_coding,6,35573585.0,35728583.0,4584690.0,51.519286821475454,True,True,False,False,True,False,True,0.7642461240515469,"(1.683, 2.18]",0.8224667895788867
H4C8,ENSG00000158406,H4C8,protein_coding,6,26277609.0,26285638.0,172960.0,1.9435939722516453,True,True,False,False,True,False,True,0.012322837028120684,"(0.0422, 0.0495]",0.09607789995303627
CMTM7,ENSG00000153551,CMTM7,protein_coding,3,32391698.0,32483067.0,767303.0,8.62237214205946,True,True,False,False,True,False,True,0.06160597276618683,"(0.185, 0.214]",0.23126522947991854
FERMT1,ENSG00000101311,FERMT1,protein_coding,20,6074845.0,6123030.0,624584.0,7.0186037093248235,True,True,False,False,True,False,True,0.05142302519437381,"(0.185, 0.214]",0.2373456729318157
INHBA,ENSG00000122641,INHBA,protein_coding,7,41667168.0,41705834.0,294688.0,3.311481385840037,True,False,False,False,True,False,True,0.020659797212202975,"(0.0671, 0.0773]",0.13389751125388716
PRDM16,ENSG00000142611,PRDM16,protein_coding,1,3069168.0,3438621.0,1251145.0,14.059423452895379,True,True,False,False,True,False,True,0.15282873101863167,"(0.425, 0.484]",0.4579714528886926
SDC3,ENSG00000162512,SDC3,protein_coding,1,30869466.0,30908758.0,1741381.0,19.568325711109747,True,True,False,False,True,False,True,0.1421745477222136,"(0.425, 0.484]",0.32812082329759995
RIN3,ENSG00000100599,RIN3,protein_coding,14,92513781.0,92688994.0,1697862.0,19.079292026567547,True,True,False,False,True,False,True,0.16905893578420286,"(0.425, 0.484]",0.3995762432753572
CFLAR,ENSG00000003402,CFLAR,protein_coding,2,201116154.0,201176687.0,3160166.0,35.51156099048677,True,True,False,False,True,False,True,0.30067569492362733,"(0.96, 1.125]",0.4633138225607492
ASIC2,ENSG00000108684,ASIC2,protein_coding,17,33013087.0,34174964.0,4200166.0,47.19829625379454,True,True,False,False,True,False,True,1.019188500334063,"(1.683, 2.18]",1.329025050162704
SMOC1,ENSG00000198732,SMOC1,protein_coding,14,69854131.0,70032366.0,1956089.0,21.981052206219637,True,True,False,False,True,False,True,0.22605868589269423,"(0.72, 0.825]",0.5476761015465894
MFSD4B,ENSG00000173214,MFSD4B,protein_coding,6,111259327.0,111445354.0,5317899.0,59.758536317316434,True,False,False,False,True,False,True,0.757767918785223,"(1.683, 2.18]",0.7698898252375406
ZNF274,ENSG00000171606,ZNF274,protein_coding,19,58183029.0,58213562.0,1449641.0,16.28997172484301,True,True,False,False,True,False,True,0.1181675446581091,"(0.368, 0.425]",0.29179714454549066
ADAMTSL2,ENSG00000197859,ADAMTSL2,protein_coding,9,133532164.0,133575519.0,764347.0,8.589154844522595,True,True,False,False,True,False,True,0.0674469596186756,"(0.161, 0.185]",0.2289980712818783
HPGD,ENSG00000164120,HPGD,protein_coding,4,174490175.0,174523154.0,121375.0,1.3639206659461345,True,True,False,False,True,False,True,0.009728823074399616,"(0.027, 0.0314]",0.09718781272731371
NXPH1,ENSG00000122584,NXPH1,protein_coding,7,8433609.0,8752961.0,3442637.0,38.68575694871928,True,True,False,False,True,False,True,0.5865912054827479,"(1.125, 1.352]",1.0808071921142708
GPR85,ENSG00000164604,GPR85,protein_coding,7,113078331.0,113087778.0,822132.0,9.238499072590134,True,False,False,False,True,False,True,0.07667953960101193,"(0.161, 0.185]",0.24736185943457298
IL15RA,ENSG00000134470,IL15RA,protein_coding,10,5943639.0,5978187.0,272434.0,3.061407725696142,True,True,False,False,True,False,True,0.025020353513144085,"(0.0577, 0.0671]",0.14356038887059694
RPL19,ENSG00000108298,RPL19,protein_coding,17,39200283.0,39204840.0,2207249.0,24.803398772308462,True,False,True,False,True,False,False,0.19308775968569858,"(0.551, 0.63]",0.3782417330225798
SOAT1,ENSG00000057252,SOAT1,protein_coding,1,179293714.0,179358680.0,1660061.0,18.654512911482644,True,True,False,False,True,False,True,0.16052165624167133,"(0.425, 0.484]",0.3519796945017689
NEB,ENSG00000183091,NEB,protein_coding,2,151485336.0,151734487.0,1380048.0,15.507938102555146,True,True,False,False,True,False,True,0.11850968805332657,"(0.324, 0.368]",0.307504986409363
CRYAB,ENSG00000109846,CRYAB,protein_coding,11,111908564.0,111923722.0,2753886.0,30.946092910893814,True,True,False,False,True,False,True,0.2579516212265095,"(0.825, 0.96]",0.4622598784346971
FLT3,ENSG00000122025,FLT3,protein_coding,13,28003274.0,28100592.0,746912.0,8.393233470180508,True,True,False,False,True,False,True,0.07732777542434924,"(0.161, 0.185]",0.286974130333211
SNCAIP,ENSG00000064692,SNCAIP,protein_coding,5,122311354.0,122464219.0,1746717.0,19.628287652806872,True,True,False,False,True,False,True,0.17811207012814503,"(0.484, 0.551]",0.4338383222561404
TRHDE,ENSG00000072657,TRHDE,protein_coding,12,72087266.0,72670758.0,3139188.0,35.275826055531326,True,True,False,False,True,False,True,0.6342768645192719,"(1.125, 1.352]",1.0105890924299392
MICALL1,ENSG00000100139,MICALL1,protein_coding,22,37905657.0,37942822.0,663294.0,7.453597480519673,True,True,False,False,True,False,True,0.0488724760511723,"(0.161, 0.185]",0.1874877234448044
MFHAS1,ENSG00000147324,MFHAS1,protein_coding,8,8783354.0,8893630.0,3240622.0,36.41566481004897,True,True,False,False,True,False,True,0.3953999039402797,"(0.825, 0.96]",0.6001755148993235
ADORA2B,ENSG00000170425,ADORA2B,protein_coding,17,15945130.0,15975746.0,539472.0,6.062179274968429,True,True,False,False,True,False,True,0.040510524458745464,"(0.14, 0.161]",0.18322284911132689
AMZ2,ENSG00000196704,AMZ2,protein_coding,17,68205481.0,68257712.0,3687606.0,41.43853372825509,True,True,False,False,True,False,True,0.46989246605123897,"(1.125, 1.352]",0.6755509423638757
PKIB,ENSG00000135549,PKIB,protein_coding,6,122471917.0,122726373.0,655674.0,7.367969670225053,True,True,False,False,True,False,True,0.05949622391129074,"(0.161, 0.185]",0.23636910070556982
TPM2,ENSG00000198467,TPM2,protein_coding,9,35681992.0,35690056.0,596962.0,6.708208515629548,True,True,False,False,True,False,True,0.04896565549916327,"(0.14, 0.161]",0.18835998644530422
ZNF618,ENSG00000157657,ZNF618,protein_coding,9,113876282.0,114056591.0,2065199.0,23.20714805677686,True,True,False,False,True,False,True,0.21294851313942065,"(0.484, 0.551]",0.41959361127905437
MYO16,ENSG00000041515,MYO16,protein_coding,13,108596152.0,109208005.0,2442708.0,27.449309347657675,True,True,False,False,True,False,True,0.35244680046948773,"(0.825, 0.96]",0.7824820454749786
MYH15,ENSG00000144821,MYH15,protein_coding,3,108380368.0,108529322.0,650742.0,7.312547575687906,True,True,False,False,True,False,True,0.05521893228053838,"(0.161, 0.185]",0.21538850183073674
MCAM,ENSG00000076706,MCAM,protein_coding,11,119308529.0,119321521.0,1403793.0,15.774766495658266,True,True,False,False,True,False,True,0.12032490375552475,"(0.425, 0.484]",0.3082208423718832
KIT,ENSG00000157404,KIT,protein_coding,4,54657918.0,54740715.0,796227.0,8.94739822932476,True,True,False,False,True,False,True,0.09040494078600088,"(0.246, 0.282]",0.36393853541186955
CLDN10,ENSG00000134873,CLDN10,protein_coding,13,95433604.0,95579759.0,979070.0,11.002049898314166,True,True,False,False,True,False,True,0.0839790953723099,"(0.246, 0.282]",0.2774615028093731
HEATR5A,ENSG00000129493,HEATR5A,protein_coding,14,31291788.0,31420550.0,2099092.0,23.58801201666079,True,True,False,False,True,False,True,0.1896141519288297,"(0.551, 0.63]",0.37027073400650823
PIP4K2A,ENSG00000150867,PIP4K2A,protein_coding,10,22534854.0,22714578.0,7045374.0,79.17059689326122,True,False,False,False,True,False,True,1.4162356746790794,"(2.18, 7.959]",1.1376285960544466
KLHL6,ENSG00000172578,KLHL6,protein_coding,3,183487551.0,183555706.0,253816.0,2.852192689992042,True,True,False,False,True,False,True,0.024757766885660587,"(0.0671, 0.0773]",0.16008930589898815
EDNRB,ENSG00000136160,EDNRB,protein_coding,13,77895481.0,77975529.0,785891.0,8.831250060400194,True,True,False,False,True,False,True,0.06239302820249278,"(0.214, 0.246]",0.24362382664729482
SOX4,ENSG00000124766,SOX4,protein_coding,6,21593751.0,21598619.0,597916.0,6.718928847784543,True,True,False,False,True,False,True,0.03418325599623611,"(0.14, 0.161]",0.1695607639710134
CD63,ENSG00000135404,CD63,protein_coding,12,55725323.0,55729707.0,1754950.0,19.720803894559577,True,True,False,False,True,False,True,0.13649472877227228,"(0.425, 0.484]",0.30759606498922804
TMEM163,ENSG00000152128,TMEM163,protein_coding,2,134455759.0,134719000.0,2273441.0,25.54721452283622,True,True,False,False,True,False,True,0.302128056113661,"(0.63, 0.72]",0.5990320980061679
ATP2A3,ENSG00000074370,ATP2A3,protein_coding,17,3923870.0,3964464.0,141074.0,1.5852831639768072,True,True,False,False,True,False,True,0.01034270982686955,"(0.0314, 0.0362]",0.08624615692248208
WIF1,ENSG00000156076,WIF1,protein_coding,12,65050626.0,65121305.0,1231971.0,13.843960508723585,True,True,False,False,True,False,True,0.1108808251914611,"(0.324, 0.368]",0.3488827324953704
P2RY12,ENSG00000169313,P2RY12,protein_coding,3,151336843.0,151384753.0,1802079.0,20.250404035159992,True,True,False,False,True,False,True,0.1731212136164358,"(0.484, 0.551]",0.41291244041358255
KCNJ5,ENSG00000120457,KCNJ5,protein_coding,11,128891356.0,128921163.0,160047.0,1.7984874218140556,True,True,False,False,True,False,True,0.012055120169109297,"(0.0362, 0.0422]",0.09903785920491975
H2BC4,ENSG00000180596,H2BC4,protein_coding,6,26114873.0,26123926.0,361716.0,4.064691473560222,True,True,False,False,True,False,True,0.02673141023358071,"(0.104, 0.121]",0.14812089067271098
FLT1,ENSG00000102755,FLT1,protein_coding,13,28300346.0,28495145.0,549030.0,6.169584866936406,True,True,False,False,True,False,True,0.08554867133514611,"(0.161, 0.185]",0.4138151919951936
ENSG00000285253,ENSG00000285253,ENSG00000285253,protein_coding,15,56652488.0,56918571.0,1641927.0,18.45073670257416,True,True,False,False,True,False,True,0.17207902150852503,"(0.425, 0.484]",0.3898194833557638
RGS18,ENSG00000150681,RGS18,protein_coding,1,192158462.0,192185815.0,115332.0,1.2960139917190492,True,True,False,False,True,False,True,0.008252418558573052,"(0.0314, 0.0362]",0.08407075697359892
IRAK3,ENSG00000090376,IRAK3,protein_coding,12,66189195.0,66254622.0,696783.0,7.829921593243629,True,True,False,False,True,False,True,0.072937590822279,"(0.214, 0.246]",0.2891864077098502
NETO1,ENSG00000166342,NETO1,protein_coding,18,72742314.0,72868146.0,3633051.0,40.82548580297647,True,True,False,False,True,False,True,0.7117954254159856,"(1.125, 1.352]",0.9958917203185252
SLC25A21,ENSG00000183032,SLC25A21,protein_coding,14,36677921.0,37172606.0,1068247.0,12.00415373540647,True,False,False,False,True,True,False,0.13290110952788298,"(0.246, 0.282]",0.39116989031606125
AKNA,ENSG00000106948,AKNA,protein_coding,9,114334156.0,114394405.0,1253125.0,14.081673198877445,True,True,False,False,True,False,True,0.10356051407400313,"(0.324, 0.368]",0.2795348215378185
ADGRG5,ENSG00000159618,ADGRG5,protein_coding,16,57542643.0,57591681.0,129357.0,1.4536163590920215,True,True,False,False,True,False,True,0.00887084773339623,"(0.0314, 0.0362]",0.08257424173695865
EPHX1,ENSG00000143819,EPHX1,protein_coding,1,225810124.0,225845563.0,1439564.0,16.176734002488825,True,True,False,False,True,False,True,0.11924982509110772,"(0.368, 0.425]",0.2967743323742062
ZNF521,ENSG00000198795,ZNF521,protein_coding,18,25061924.0,25352190.0,2839129.0,31.903989424403566,True,True,False,False,True,False,True,0.31845986802330595,"(0.825, 0.96]",0.5558149085465393
GALNT6,ENSG00000139629,GALNT6,protein_coding,12,51351247.0,51392867.0,1161891.0,13.05645434790377,True,True,False,False,True,False,True,0.10374247148999341,"(0.324, 0.368]",0.2913895069717301
ITPRID1,ENSG00000180347,ITPRID1,protein_coding,7,31514090.0,31658720.0,513198.0,5.766931888133671,True,True,False,False,True,False,True,0.041565580022336915,"(0.121, 0.14]",0.1920621257989546
PRELID2,ENSG00000186314,PRELID2,protein_coding,5,145471799.0,145835369.0,2776539.0,31.200650231970457,True,False,False,False,True,True,False,0.44416887773744457,"(0.825, 0.96]",0.7960908210780404
PTPN6,ENSG00000111679,PTPN6,protein_coding,12,6946468.0,6961316.0,189180.0,2.125862093377464,True,True,False,False,True,False,True,0.01498441818675183,"(0.0422, 0.0495]",0.10535306301089398
NYAP2,ENSG00000144460,NYAP2,protein_coding,2,225399710.0,225654018.0,2493138.0,28.016003635473645,True,True,False,False,True,False,True,0.395251797158102,"(0.72, 0.825]",0.7175040594811254
